state,date,total_enrolment,monthly_growth,child_ratio,youth_ratio,adult_ratio,demo_update_pressure,biometric_update_pressure
Jharkhand,2025-09-01,2832,1.6917767477919223,0.5747832403412744,0.41396791960211243,0.011248840056613165,8552.0,12403.0
Jharkhand,2025-09-02,2521,1.4886167116464741,0.5852240750993585,0.41028200712305285,0.004493917777588743,5689.0,12488.0
Jharkhand,2025-09-03,1006,0.9905288604186475,0.6272679353450452,0.3630289995208552,0.009703065134099617,3153.0,2482.0
Jharkhand,2025-09-04,1190,0.8276351840877466,0.6474432768878398,0.3478471777692645,0.0047095453428956414,1575.0,4240.0
Jharkhand,2025-09-05,676,0.9940478215414964,0.5757394523215207,0.4224748333927651,0.0017857142857142854,1707.0,1356.0
Jharkhand,2025-09-06,2374,1.1933780253125035,0.5914992397440368,0.4077743183227873,0.000726441933175819,4135.0,6584.0
Jharkhand,2025-09-07,645,1.1310733112457736,0.6467536932679767,0.3445950349783419,0.008651271753681392,1106.0,1131.0
Jharkhand,2025-09-08,2830,1.461041021336651,0.5889022179906451,0.4024270396549488,0.008670742354406038,10509.0,11413.0
Jharkhand,2025-09-09,2852,1.2408266581336664,0.5950315019872763,0.40288654654052836,0.0020819514721953747,7005.0,12587.0
Jharkhand,2025-09-10,2620,1.5437658093269855,0.5914325610537213,0.40595174532984823,0.0026156936164304194,8231.0,9130.0
Jharkhand,2025-09-11,2283,1.4949510235866734,0.576156866649216,0.4218700879799486,0.0019730453708354263,5055.0,11169.0
Jharkhand,2025-09-12,2501,1.146754528081329,0.6042978759586839,0.3907493049248427,0.0049528191164734045,8631.0,11523.0
Jharkhand,2025-09-13,1914,1.1369923104246267,0.6338686769925475,0.36249735393277327,0.003633969074679284,3879.0,7703.0
Jharkhand,2025-09-14,623,1.0491707521814229,0.622640824622532,0.37735917537746805,0.0,1100.0,1055.0
Jharkhand,2025-09-15,1392,0.9909661824700804,0.5767960870881588,0.4229673944634022,0.00023651844843897824,4396.0,8942.0
Jharkhand,2025-09-16,2093,1.2427707954584872,0.5876487780044222,0.41097885837831627,0.0013723636172615764,4131.0,12242.0
Jharkhand,2025-09-17,787,0.8445952384396799,0.6327649332438863,0.36723506675611367,0.0,3746.0,3041.0
Jharkhand,2025-09-18,2143,1.2092812594185793,0.6104535052031237,0.38545027050834435,0.004096224288531981,6364.0,11870.0
Jharkhand,2025-09-19,1998,1.310349318800211,0.6094950670179592,0.3898730648501726,0.0006318681318681318,5611.0,8946.0
Jharkhand,2025-09-20,1924,1.2163565794634703,0.6296814911572496,0.3701956888967912,0.00012281994595922377,3038.0,0.0
Jharkhand,2025-09-21,211,0.5182739702541682,0.5849888560284601,0.41377352020916375,0.0012376237623762376,0.0,0.0
Jharkhand,2025-09-22,911,0.7189093977969576,0.5326759359504575,0.4673240640495425,0.0,0.0,0.0
Jharkhand,2025-09-23,1618,1.421122627708735,0.5476882425074749,0.44927689552909167,0.003034861963433392,0.0,0.0
Jharkhand,2025-09-24,1843,1.2124011371861665,0.6400803040842656,0.35814519414123264,0.0017745017745017743,0.0,0.0
Jharkhand,2025-09-25,1762,1.2711527165958627,0.6544676013284075,0.34450503313253816,0.001027365539054236,0.0,0.0
Jharkhand,2025-09-26,1250,0.9785393203541455,0.669316718670751,0.3300275436243309,0.0006557377049180328,0.0,0.0
Jharkhand,2025-09-27,416,0.4784475576602648,0.6365287643602561,0.35794637376129085,0.0055248618784530384,0.0,0.0
Jharkhand,2025-09-28,59,0.1439153439153439,0.7325396825396826,0.26746031746031745,0.0,0.0,0.0
Jharkhand,2025-09-29,87,0.15049751243781093,0.48880597014925375,0.5111940298507462,0.0,0.0,0.0
Jharkhand,2025-09-30,4,0.0,0.0,1.0,0.0,0.0,0.0
Jharkhand,2025-10-13,3031,1.7369315303657995,0.6575582744650941,0.3121415320661511,0.030300193468754844,1521.0,0.0
Jharkhand,2025-10-15,2154,1.3734042950163596,0.6440951799723234,0.3346477621684088,0.021257057859267806,2959.0,0.0
Jharkhand,2025-10-16,1191,0.8237440483876167,0.6327303066960143,0.3509126106168661,0.01635708268711956,2206.0,0.0
Jharkhand,2025-10-17,4478,2.0306120495008226,0.6371883595346659,0.3618149201111968,0.0009967203541372338,2537.0,0.0
Jharkhand,2025-10-18,1868,1.1537046310227157,0.6316053732327025,0.3645963463727439,0.0037982803945536864,1477.0,0.0
Jharkhand,2025-10-19,2219,1.348107814444042,0.6987995620239125,0.2993770671183104,0.0018233708577770733,1180.0,0.0
Jharkhand,2025-10-20,504,0.5212829920150892,0.7064605524484041,0.2935394475515959,0.0,313.0,0.0
Jharkhand,2025-10-21,192,0.3586030204962244,0.615210355987055,0.38478964401294496,0.0,443.0,0.0
Jharkhand,2025-10-22,10,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,24.0,0.0
Jharkhand,2025-10-23,11,0.19047619047619047,0.14285714285714285,0.0,0.8571428571428571,138.0,0.0
Jharkhand,2025-10-24,1133,0.9719043208960579,0.6181379711725964,0.3705966531119,0.011265375715503593,2079.0,0.0
Jharkhand,2025-10-25,1891,0.9690955730874287,0.6280248477531043,0.37067363431188116,0.001301517935014567,0.0,0.0
Jharkhand,2025-10-26,757,0.6492797141269993,0.6140299100234998,0.3846346198910301,0.0013354700854700855,0.0,0.0
Karnataka,2025-03-09,248,-0.1436803051030137,0.27902209509596654,0.3165333222788763,0.40444458262515715,0.0,0.0
Karnataka,2025-03-20,484,0.15718931494510952,0.49253634250849065,0.24123273377588086,0.26623092371562845,0.0,0.0
Karnataka,2025-04-01,9586,0.3918793144105375,0.7392873458795656,0.13152472273849006,0.12918793138194437,27633.0,300403.0
Karnataka,2025-05-01,5491,0.40818146406209177,0.5081402567529859,0.32008382503416916,0.17177591821284494,47103.0,354026.0
Karnataka,2025-06-01,11685,0.4007167657153483,0.506783258924575,0.3075507817749745,0.1856659593004505,32256.0,337504.0
Karnataka,2025-07-01,15263,0.4841700749634397,0.559759741599714,0.28895833818539557,0.1512819202148905,27302.0,374362.0
Karnataka,2025-09-01,3693,0.6290248243124117,0.840726336239849,0.1428255336341168,0.01644813012603427,5501.0,12728.0
Karnataka,2025-09-02,3449,0.5450065194449453,0.8468400832627778,0.13702644751057141,0.016133469226650717,5055.0,15474.0
Karnataka,2025-09-03,3041,0.5377591973450214,0.8523292107835233,0.13362645040697987,0.014044338809496792,4336.0,11953.0
Karnataka,2025-09-04,2949,0.5506895211015767,0.8581415972225563,0.12785859406936348,0.013999808708080102,2153.0,12962.0
Karnataka,2025-09-05,605,0.33906638510384907,0.8123248269501873,0.17228158488965403,0.015393588160158764,1891.0,3174.0
Karnataka,2025-09-06,2894,0.5304204810027306,0.8445236440984626,0.14064749366429827,0.0148288622372392,5343.0,7833.0
Karnataka,2025-09-07,549,0.38544814390402626,0.806843823387941,0.16870083892142715,0.02445533769063181,1012.0,2638.0
Karnataka,2025-09-08,3683,0.5925361575186893,0.850012966269946,0.13658770800944145,0.013399325720612455,8465.0,14165.0
Karnataka,2025-09-09,3556,0.5902824891678842,0.8689983431722308,0.11776532631385606,0.013236330513913187,6136.0,12849.0
Karnataka,2025-09-10,3349,0.6152846397317298,0.8744070280216644,0.10925224591085594,0.016340726067479737,6032.0,9367.0
Karnataka,2025-09-11,3133,0.4877869015781773,0.8635373115642304,0.12136735521115558,0.015095333224614047,5191.0,12220.0
Karnataka,2025-09-12,3258,0.6295769056072676,0.8838974864827835,0.1010726137711595,0.015029899746056952,7200.0,11492.0
Karnataka,2025-09-13,1727,0.39070039728436673,0.8728252169091865,0.12400568755530587,0.003169095535507749,2759.0,7772.0
Karnataka,2025-09-14,560,0.33205108319114834,0.8062975027144408,0.17703583061889253,0.01666666666666667,513.0,2707.0
Karnataka,2025-09-15,2024,0.4609904342584256,0.8790722837849583,0.09931989331828214,0.021607822896759523,7684.0,13173.0
Karnataka,2025-09-16,2259,0.4680469051535041,0.8779511830527058,0.10116920868189903,0.020879608265395068,2812.0,12435.0
Karnataka,2025-09-17,2106,0.4369839435034507,0.866196913399172,0.11544115250480753,0.018361934096020337,6848.0,12931.0
Karnataka,2025-09-18,2058,0.4201647791805573,0.8845085525896811,0.09934078190550912,0.016150665504809744,4166.0,12952.0
Karnataka,2025-09-19,1979,0.43951819047007545,0.8807784961720814,0.10543033511333638,0.013791168714582282,4606.0,10457.0
Karnataka,2025-09-20,1821,0.45380107016510174,0.854018261130852,0.1319740556726029,0.014007683196545183,1993.0,0.0
Karnataka,2025-09-21,187,0.35226365164889756,0.8358047690014904,0.15599850968703427,0.00819672131147541,0.0,0.0
Karnataka,2025-09-22,1892,0.4078605323037985,0.863484680160184,0.12026479765079977,0.016250522189016358,0.0,0.0
Karnataka,2025-09-23,1942,0.46941097797150144,0.8762139381277876,0.11501312815380427,0.008772933718408092,0.0,0.0
Karnataka,2025-09-24,2054,0.4725994897691047,0.8878230423755917,0.1030718587690492,0.009105098855359001,0.0,0.0
Karnataka,2025-09-25,2001,0.41852986278580967,0.8884502298433702,0.10284200282817285,0.008707767328456982,0.0,0.0
Karnataka,2025-09-26,936,0.27175281954887215,0.8909187030075189,0.10263941102756892,0.006441885964912281,0.0,0.0
Karnataka,2025-09-27,248,0.12751736111111112,0.79140625,0.17699652777777777,0.03159722222222222,0.0,0.0
Karnataka,2025-09-28,101,0.14850427350427348,0.7991452991452992,0.18803418803418803,0.01282051282051282,0.0,0.0
Karnataka,2025-09-29,286,0.09027777777777776,0.8229166666666666,0.15694444444444444,0.020138888888888887,0.0,0.0
Karnataka,2025-09-30,33,0.016129032258064516,0.2903225806451613,0.5483870967741935,0.16129032258064516,0.0,0.0
Karnataka,2025-10-13,3653,0.6268860590966695,0.8617326863364116,0.12029489144024966,0.017972422223338707,1094.0,0.0
Karnataka,2025-10-15,2256,0.4890452199688653,0.8600925688979876,0.12367579738269394,0.01623163371931845,3042.0,0.0
Karnataka,2025-10-16,1350,0.3079829929231525,0.8251723158638051,0.1265234986644561,0.04830418547173866,3587.0,0.0
Karnataka,2025-10-17,3877,0.6471850459905398,0.8710216753925462,0.11502239400668679,0.013955930600767092,1857.0,0.0
Karnataka,2025-10-18,2168,0.399483825165422,0.893727069749465,0.09240199376518753,0.013870936485347391,3789.0,0.0
Karnataka,2025-10-19,3098,0.5014477830574577,0.8822750875294662,0.11007038554995185,0.007654526920581966,1720.0,0.0
Karnataka,2025-10-20,459,0.1560375816993464,0.851486928104575,0.12797385620915033,0.02053921568627451,746.0,0.0
Karnataka,2025-10-21,452,0.15156402737047897,0.8312316715542521,0.12991202346041056,0.038856304985337244,475.0,0.0
Karnataka,2025-10-22,3,0.0,0.6666666666666666,0.0,0.3333333333333333,83.0,0.0
Karnataka,2025-10-23,13,0.041666666666666664,0.5833333333333334,0.0,0.4166666666666667,226.0,0.0
Karnataka,2025-10-24,1066,0.260319872629903,0.8184342886090606,0.15561164181984852,0.02595406957109085,2669.0,0.0
Karnataka,2025-10-25,918,0.21468973091707852,0.8513140346748255,0.12422138542402134,0.02446457990115321,411.0,0.0
Karnataka,2025-10-26,1319,0.30193125403504084,0.8335565128342127,0.15627574077784456,0.01016774638794274,1100.0,0.0
Kerala,2025-05-01,380,1.4840225563909775,0.555461930688791,0.3092645406619998,0.13527352864920925,0.0,247491.0
Kerala,2025-06-01,186,0.3673406102704044,0.4113730292361855,0.44267564671666926,0.14595132404714525,0.0,223183.0
Kerala,2025-07-01,474,0.23945453552149423,0.3127872948181958,0.44033597597074886,0.24687672921105533,0.0,231320.0
Kerala,2025-09-01,1171,0.31472222142363615,0.6729925303454716,0.30268314533020413,0.024324324324324326,2925.0,9956.0
Kerala,2025-09-02,1132,0.28226967403876974,0.6545474076861258,0.33170190132437716,0.01375069098949696,2809.0,10770.0
Kerala,2025-09-03,1001,0.3217931637155464,0.6217731075583061,0.3559043894332703,0.022322503008423585,2366.0,7733.0
Kerala,2025-09-04,269,0.22827715355805242,0.6638576779026217,0.33333333333333337,0.0028089887640449437,316.0,1786.0
Kerala,2025-09-05,5,0.0,0.8,0.2,0.0,47.0,32.0
Kerala,2025-09-06,142,0.18014375561545373,0.6630727762803235,0.33692722371967654,0.0,265.0,798.0
Kerala,2025-09-07,14,0.13333333333333333,0.3,0.55,0.15,26.0,72.0
Kerala,2025-09-08,1279,0.3179214775341031,0.7119662499146,0.27818200450912073,0.009851745576279294,5533.0,9673.0
Kerala,2025-09-09,1315,0.3207872239875252,0.7140991162452005,0.27579617922238403,0.010104704532415376,3486.0,9048.0
Kerala,2025-09-10,1201,0.3191759487677855,0.738358750093444,0.2518557972639605,0.0097854526425955,3248.0,6976.0
Kerala,2025-09-11,1155,0.3048158748395715,0.7584810529123326,0.22711663007871538,0.01440231700895208,3193.0,8061.0
Kerala,2025-09-12,1059,0.25645616566669194,0.7495310245310246,0.24036796536796537,0.0101010101010101,4583.0,8047.0
Kerala,2025-09-13,1210,0.3064120892027869,0.6426552000970606,0.3545024226419575,0.002842377260981912,2185.0,8251.0
Kerala,2025-09-14,20,0.1323529411764706,0.7205882352941176,0.22058823529411764,0.058823529411764705,33.0,96.0
Kerala,2025-09-15,674,0.17844531880548828,0.7184473365617433,0.275726392251816,0.005826271186440678,3387.0,8391.0
Kerala,2025-09-16,798,0.22515343915343913,0.733111111111111,0.2612804232804233,0.005608465608465609,1603.0,8030.0
Kerala,2025-09-17,800,0.18936170212765957,0.7455834945196647,0.23829787234042554,0.016118633139909737,4388.0,7337.0
Kerala,2025-09-18,754,0.24354632751047092,0.7598937583001327,0.22217795484727756,0.017928286852589643,2806.0,7424.0
Kerala,2025-09-19,665,0.19783599088838266,0.7697798025816249,0.22680334092634774,0.003416856492027335,2927.0,5901.0
Kerala,2025-09-20,1022,0.2547828592383048,0.63996542511394,0.35673424485305677,0.0033003300330033004,1330.0,0.0
Kerala,2025-09-21,4,0.0,0.75,0.25,0.0,0.0,0.0
Kerala,2025-09-22,779,0.2155367231638418,0.7594789704959197,0.23600125549278092,0.004519774011299435,0.0,0.0
Kerala,2025-09-23,702,0.19241475295755042,0.7661447459986083,0.22759220598469032,0.006263048016701462,0.0,0.0
Kerala,2025-09-24,758,0.20456989247311827,0.7644489247311829,0.23118279569892475,0.004368279569892473,0.0,0.0
Kerala,2025-09-25,596,0.23723430735930737,0.7495324675324676,0.24796753246753248,0.0025,0.0,0.0
Kerala,2025-09-26,436,0.14682779456193354,0.7770392749244712,0.21933534743202415,0.0036253776435045317,0.0,0.0
Kerala,2025-09-27,364,0.12558275058275056,0.6165501165501166,0.38344988344988346,0.0,0.0,0.0
Kerala,2025-09-28,4,0.0,0.5,0.5,0.0,0.0,0.0
Kerala,2025-09-29,141,0.038461538461538464,0.7153846153846154,0.2846153846153846,0.0,0.0,0.0
Kerala,2025-09-30,29,0.017857142857142856,0.4642857142857143,0.5357142857142857,0.0,0.0,0.0
Kerala,2025-10-13,1233,0.3520918604393902,0.6757008512971034,0.2697197701030751,0.05457937859982153,812.0,0.0
Kerala,2025-10-15,641,0.1891860465116279,0.6991472868217055,0.2349612403100775,0.06589147286821705,1405.0,0.0
Kerala,2025-10-16,629,0.13578947368421052,0.6712280701754385,0.2791228070175439,0.04964912280701754,1853.0,0.0
Kerala,2025-10-17,1564,0.3302865693289858,0.7408100932201188,0.2376588136228239,0.021531093157057167,1393.0,0.0
Kerala,2025-10-18,775,0.18701657458563536,0.7201964395334561,0.22786985880908533,0.051933701657458566,2524.0,0.0
Kerala,2025-10-19,1225,0.30208295755170755,0.7584032287157287,0.23219858018965164,0.009398191094619666,1194.0,0.0
Kerala,2025-10-20,400,0.10919540229885058,0.7382445141065831,0.2617554858934169,0.0,0.0,0.0
Kerala,2025-10-21,196,0.05876685934489402,0.6262042389210019,0.2957610789980732,0.07803468208092486,271.0,0.0
Kerala,2025-10-22,4,0.0,1.0,0.0,0.0,75.0,0.0
Kerala,2025-10-23,61,0.08333333333333333,0.11320754716981132,0.03773584905660377,0.8490566037735849,132.0,0.0
Kerala,2025-10-24,1340,0.30379065004571076,0.7918736459222289,0.1955307625348111,0.012595591542959965,2320.0,0.0
Kerala,2025-10-25,1541,0.3253180700363799,0.75521665345609,0.23752769140093086,0.007255655142979087,0.0,0.0
Kerala,2025-10-26,408,0.15736559139784945,0.6534408602150538,0.3039784946236559,0.04258064516129032,1996.0,0.0
Ladakh,2025-09-01,15,0.20370370370370372,0.5972222222222222,0.4027777777777778,0.0,4.0,26.0
Ladakh,2025-09-02,10,0.027777777777777752,0.7222222222222222,0.27777777777777773,0.0,14.0,4.0
Ladakh,2025-09-04,10,0.16666666666666666,0.8333333333333333,0.07142857142857142,0.09523809523809523,4.0,19.0
Ladakh,2025-09-05,5,0.5,0.5,0.16666666666666666,0.3333333333333333,3.0,3.0
Ladakh,2025-09-06,5,0.0,0.875,0.0,0.125,4.0,12.0
Ladakh,2025-09-07,1,0.0,1.0,0.0,0.0,3.0,4.0
Ladakh,2025-09-08,8,0.8333333333333334,0.8666666666666667,0.13333333333333333,0.0,13.0,14.0
Ladakh,2025-09-09,6,0.1333333333333333,0.9166666666666666,0.08333333333333333,0.0,25.0,12.0
Ladakh,2025-09-10,24,2.703296703296703,0.6666666666666666,0.3333333333333333,0.0,5.0,18.0
Ladakh,2025-09-11,3,0.5,1.0,0.0,0.0,17.0,5.0
Ladakh,2025-09-12,13,0.9404761904761904,0.75,0.25,0.0,29.0,23.0
Ladakh,2025-09-13,10,-0.041666666666666685,0.6666666666666666,0.3333333333333333,0.0,15.0,91.0
Ladakh,2025-09-15,10,0.7166666666666666,0.95,0.05,0.0,5.0,108.0
Ladakh,2025-09-16,8,0.9166666666666666,0.3333333333333333,0.6666666666666666,0.0,5.0,91.0
Ladakh,2025-09-17,7,0.41666666666666663,0.75,0.25,0.0,10.0,82.0
Ladakh,2025-09-18,8,0.20833333333333331,0.75,0.24999999999999997,0.0,6.0,77.0
Ladakh,2025-09-19,2,0.0,1.0,0.0,0.0,5.0,63.0
Ladakh,2025-09-20,6,0.27777777777777773,0.7222222222222222,0.27777777777777773,0.0,1.0,0.0
Ladakh,2025-09-22,5,0.125,0.625,0.375,0.0,0.0,0.0
Ladakh,2025-09-23,8,0.36666666666666664,0.8,0.2,0.0,0.0,0.0
Ladakh,2025-09-24,5,0.75,0.0,1.0,0.0,0.0,0.0
Ladakh,2025-09-26,2,-0.33333333333333337,0.5,0.5,0.0,0.0,0.0
Ladakh,2025-09-27,4,-0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
Ladakh,2025-10-13,10,0.6333333333333333,0.6,0.4,0.0,1.0,0.0
Ladakh,2025-10-15,9,-0.06666666666666668,0.4666666666666666,0.13333333333333333,0.4,7.0,0.0
Ladakh,2025-10-16,10,0.0625,0.6875,0.3125,0.0,0.0,0.0
Ladakh,2025-10-17,17,0.625,0.5,0.5,0.0,0.0,0.0
Ladakh,2025-10-18,4,0.75,0.6666666666666666,0.3333333333333333,0.0,4.0,0.0
Ladakh,2025-10-20,3,-0.22222222222222224,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
Ladakh,2025-10-21,2,1.0,0.5,0.0,0.5,0.0,0.0
Ladakh,2025-10-23,1,-0.5,0.0,0.0,1.0,1.0,0.0
Ladakh,2025-10-24,10,0.7333333333333333,0.5333333333333333,0.4666666666666667,0.0,7.0,0.0
Ladakh,2025-10-25,7,0.2,0.9,0.1,0.0,0.0,0.0
Ladakh,2025-10-26,2,-0.25,0.5,0.5,0.0,4.0,0.0
Lakshadweep,2025-09-01,1,0.0,1.0,0.0,0.0,4.0,15.0
Lakshadweep,2025-09-02,1,0.0,1.0,0.0,0.0,9.0,14.0
Lakshadweep,2025-09-03,3,0.0,1.0,0.0,0.0,6.0,11.0
Lakshadweep,2025-09-04,2,1.0,1.0,0.0,0.0,0.0,6.0
Lakshadweep,2025-09-06,2,-0.25,0.5,0.5,0.0,6.0,13.0
Lakshadweep,2025-09-08,3,0.25,1.0,0.0,0.0,16.0,39.0
Lakshadweep,2025-09-09,3,0.0,1.0,0.0,0.0,3.0,19.0
Lakshadweep,2025-09-10,3,0.0,1.0,0.0,0.0,12.0,32.0
Lakshadweep,2025-09-11,7,0.2,0.9,0.1,0.0,3.0,14.0
Lakshadweep,2025-09-12,4,0.0,1.0,0.0,0.0,4.0,11.0
Lakshadweep,2025-09-13,3,0.0,1.0,0.0,0.0,11.0,24.0
Lakshadweep,2025-09-15,4,0.0,1.0,0.0,0.0,9.0,28.0
Lakshadweep,2025-09-16,2,0.0,1.0,0.0,0.0,3.0,18.0
Lakshadweep,2025-09-17,6,2.0,1.0,0.0,0.0,19.0,23.0
Lakshadweep,2025-09-18,6,0.04999999999999999,0.875,0.125,0.0,0.0,23.0
Lakshadweep,2025-09-19,2,-0.25,0.5,0.5,0.0,8.0,11.0
Lakshadweep,2025-09-20,1,0.0,1.0,0.0,0.0,4.0,0.0
Lakshadweep,2025-09-22,5,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
Lakshadweep,2025-09-23,3,-0.22222222222222224,1.0,0.0,0.0,0.0,0.0
Lakshadweep,2025-09-24,1,0.0,1.0,0.0,0.0,0.0,0.0
Lakshadweep,2025-09-25,2,0.0,1.0,0.0,0.0,0.0,0.0
Lakshadweep,2025-10-13,1,0.0,1.0,0.0,0.0,2.0,0.0
Lakshadweep,2025-10-15,1,0.0,0.0,1.0,0.0,4.0,0.0
Lakshadweep,2025-10-16,3,0.5,1.0,0.0,0.0,9.0,0.0
Lakshadweep,2025-10-17,10,0.10416666666666666,1.0,0.0,0.0,6.0,0.0
Lakshadweep,2025-10-18,1,0.0,1.0,0.0,0.0,2.0,0.0
Lakshadweep,2025-10-19,3,0.0,1.0,0.0,0.0,2.0,0.0
Lakshadweep,2025-10-20,2,0.0,1.0,0.0,0.0,0.0,0.0
Lakshadweep,2025-10-21,3,0.5,1.0,0.0,0.0,0.0,0.0
Lakshadweep,2025-10-25,4,-0.125,0.75,0.25,0.0,0.0,0.0
Lakshadweep,2025-10-26,1,0.0,1.0,0.0,0.0,1.0,0.0
Madhya Pradesh,2025-03-09,242,0.2874458874458874,0.5535353535353535,0.2896512292738708,0.15681341719077568,0.0,0.0
Madhya Pradesh,2025-03-20,116,0.09433962264150941,0.6293103448275862,0.21551724137931033,0.15517241379310345,0.0,0.0
Madhya Pradesh,2025-03-23,47,-0.5948275862068966,0.2127659574468085,0.44680851063829785,0.3404255319148936,0.0,0.0
Madhya Pradesh,2025-03-27,137,0.5504700643245917,0.4849084611578427,0.31271647699158833,0.20237506185056903,0.0,0.0
Madhya Pradesh,2025-04-01,17351,0.5113172160925293,0.6834013051952891,0.2389153831357853,0.07768331166892564,74179.0,834670.0
Madhya Pradesh,2025-05-01,10603,0.4327583848362687,0.658396242337157,0.28362590561565126,0.057977852047191816,116719.0,779064.0
Madhya Pradesh,2025-06-01,18154,0.47930645255491394,0.5262538484350138,0.42737060243260794,0.046375549132378284,75021.0,891131.0
Madhya Pradesh,2025-07-01,63188,0.2791215298771318,0.5564301963478363,0.404712246953139,0.03885755669902464,105375.0,1004035.0
Madhya Pradesh,2025-09-01,6305,1.4032456099090864,0.7191364486047843,0.27335888502392186,0.00750466637129386,3927.0,33590.0
